id,program_id,program_type,program_duration,test_id,test_type,difficulty_level,trainee_id,gender,education,city_tier,age,total_programs_enrolled,is_handicapped,trainee_engagement_rating,is_pass
12401_46,T_1,T,131,46,offline,hard,12401,F,High School Diploma,3,52.0,2,N,2.0,1
11281_165,Z_3,Z,130,165,online,easy,11281,F,Matriculation,3,46.0,1,N,3.0,1
13354_159,Y_1,Y,136,159,online,easy,13354,M,Matriculation,2,,2,N,3.0,0
11509_167,Z_3,Z,130,167,online,easy,11509,F,Matriculation,3,47.0,1,N,1.0,1
5281_112,X_1,X,134,112,offline,hard,5281,M,High School Diploma,4,,2,N,3.0,1
8306_82,V_3,V,131,82,offline,intermediate,8306,M,Matriculation,2,,2,N,1.0,0
3466_147,Y_2,Y,120,147,online,easy,3466,M,Bachelors,2,,3,N,4.0,0
8116_125,Y_3,Y,135,125,offline,intermediate,8116,M,Matriculation,2,30.0,2,N,5.0,1
12165_92,V_2,V,121,92,offline,intermediate,12165,F,Matriculation,2,33.0,2,N,2.0,0
17050_7,S_1,S,135,7,offline,intermediate,17050,M,Bachelors,3,24.0,4,N,1.0,0
10051_30,T_3,T,134,30,online,easy,10051,F,High School Diploma,3,33.0,2,N,3.0,1
3358_119,Y_4,Y,121,119,online,easy,3358,F,High School Diploma,3,,2,N,4.0,1
2840_82,V_3,V,131,82,offline,intermediate,2840,M,No Qualification,4,,4,N,1.0,0
2267_69,V_4,V,122,69,offline,intermediate,2267,M,High School Diploma,3,,2,N,3.0,1
7773_124,Y_4,Y,121,124,online,easy,7773,M,Matriculation,4,29.0,2,N,5.0,1
10367_164,Z_3,Z,130,164,online,easy,10367,F,High School Diploma,2,27.0,1,N,1.0,1
6588_73,V_4,V,122,73,online,easy,6588,F,Matriculation,2,28.0,2,N,1.0,0
11428_130,Y_3,Y,135,130,online,easy,11428,F,Bachelors,2,,3,N,3.0,1
8598_167,Z_3,Z,130,167,online,easy,8598,F,Matriculation,1,45.0,1,N,2.0,1
2165_158,Y_1,Y,136,158,online,easy,2165,M,High School Diploma,2,48.0,2,N,2.0,1
13846_147,Y_2,Y,120,147,online,easy,13846,M,High School Diploma,4,,3,N,4.0,1
10772_60,U_1,U,134,60,offline,intermediate,10772,F,High School Diploma,1,,2,N,2.0,1
12617_40,T_2,T,117,40,online,easy,12617,F,Matriculation,3,31.0,4,N,1.0,1
7152_124,Y_4,Y,121,124,online,easy,7152,M,Matriculation,2,29.0,2,N,5.0,0
9025_28,T_3,T,134,28,online,easy,9025,F,Matriculation,3,43.0,2,N,1.0,1
10938_138,Y_2,Y,120,138,offline,intermediate,10938,M,Bachelors,3,49.0,5,N,1.0,0
7390_27,T_3,T,134,27,online,easy,7390,F,Matriculation,2,29.0,2,N,1.0,1
11586_153,Y_1,Y,136,153,offline,hard,11586,M,Bachelors,2,48.0,2,N,3.0,1
19113_44,T_1,T,131,44,offline,easy,19113,F,High School Diploma,2,44.0,2,N,4.0,1
7215_123,Y_4,Y,121,123,online,easy,7215,F,High School Diploma,3,,2,N,4.0,0
16710_160,Y_1,Y,136,160,online,easy,16710,F,Bachelors,1,29.0,4,N,3.0,0
13659_87,V_2,V,121,87,offline,easy,13659,M,High School Diploma,1,,2,N,1.0,0
17891_27,T_3,T,134,27,online,easy,17891,F,High School Diploma,3,48.0,2,N,1.0,1
13266_139,Y_2,Y,120,139,offline,hard,13266,M,High School Diploma,2,,2,N,4.0,1
6596_100,V_1,V,133,100,offline,vary hard,6596,F,High School Diploma,2,,4,N,1.0,0
8656_136,Y_3,Y,135,136,online,easy,8656,M,High School Diploma,2,30.0,2,N,5.0,1
15922_160,Y_1,Y,136,160,online,easy,15922,M,High School Diploma,3,26.0,4,N,3.0,1
7515_39,T_2,T,117,39,online,easy,7515,M,Matriculation,3,26.0,2,Y,1.0,1
18150_150,Y_1,Y,136,150,offline,intermediate,18150,M,High School Diploma,1,43.0,5,N,3.0,1
987_57,U_1,U,134,57,offline,easy,987,M,High School Diploma,4,,2,N,1.0,1
2584_34,T_2,T,117,34,offline,intermediate,2584,F,High School Diploma,3,,6,N,1.0,1
16328_151,Y_1,Y,136,151,offline,hard,16328,M,Matriculation,1,42.0,6,N,5.0,1
19741_64,U_1,U,134,64,online,easy,19741,F,High School Diploma,3,,8,N,3.0,1
5451_25,T_3,T,134,25,offline,intermediate,5451,F,Matriculation,2,27.0,2,N,1.0,1
12033_63,U_1,U,134,63,online,easy,12033,F,Bachelors,3,46.0,2,N,5.0,1
16219_100,V_1,V,133,100,offline,vary hard,16219,M,Matriculation,4,,5,N,1.0,0
14585_55,U_2,U,122,55,online,easy,14585,F,High School Diploma,3,30.0,2,N,3.0,0
18057_48,U_2,U,122,48,offline,easy,18057,M,Masters,1,58.0,1,N,4.0,1
9290_43,T_1,T,131,43,offline,easy,9290,F,High School Diploma,3,43.0,2,N,2.0,1
12383_178,Z_2,Z,120,178,online,easy,12383,F,High School Diploma,3,45.0,1,N,1.0,0
3651_128,Y_3,Y,135,128,offline,hard,3651,M,Matriculation,4,,4,N,2.0,0
5193_159,Y_1,Y,136,159,online,easy,5193,M,High School Diploma,2,31.0,4,N,5.0,1
1317_114,Y_4,Y,121,114,offline,intermediate,1317,M,Matriculation,3,25.0,4,N,1.0,0
14060_139,Y_2,Y,120,139,offline,hard,14060,M,High School Diploma,1,28.0,2,N,4.0,0
9763_21,T_3,T,134,21,offline,easy,9763,F,High School Diploma,1,29.0,2,N,1.0,1
9610_84,V_3,V,131,84,offline,intermediate,9610,M,Bachelors,3,47.0,2,N,1.0,0
17644_160,Y_1,Y,136,160,online,easy,17644,F,Matriculation,2,29.0,2,N,5.0,1
16455_151,Y_1,Y,136,151,offline,hard,16455,M,Bachelors,3,25.0,4,N,3.0,1
3006_8,S_1,S,135,8,offline,intermediate,3006,M,Bachelors,1,42.0,2,N,4.0,1
3482_56,U_2,U,122,56,offline,vary hard,3482,M,Matriculation,4,28.0,2,N,1.0,0
17048_47,T_1,T,131,47,offline,hard,17048,F,Bachelors,2,,4,N,2.0,1
983_68,V_4,V,122,68,offline,intermediate,983,M,Bachelors,1,,4,N,1.0,1
15004_182,Z_1,Z,136,182,online,easy,15004,F,Matriculation,3,46.0,1,N,3.0,1
6540_70,V_4,V,122,70,offline,intermediate,6540,M,Matriculation,3,,2,N,2.0,0
7441_146,Y_2,Y,120,146,online,easy,7441,M,Matriculation,4,,3,N,3.0,1
12864_36,T_2,T,117,36,offline,intermediate,12864,F,Matriculation,2,43.0,2,N,2.0,0
19343_80,V_3,V,131,80,offline,easy,19343,M,High School Diploma,2,,2,N,2.0,0
2281_78,V_4,V,122,78,online,easy,2281,M,Bachelors,2,,3,N,1.0,1
12867_149,Y_1,Y,136,149,offline,intermediate,12867,F,Bachelors,1,44.0,3,N,5.0,1
1420_152,Y_1,Y,136,152,offline,hard,1420,M,High School Diploma,2,,2,N,4.0,1
4377_88,V_2,V,121,88,offline,intermediate,4377,M,Bachelors,3,43.0,2,N,2.0,1
8118_30,T_3,T,134,30,online,easy,8118,F,Matriculation,1,,2,N,1.0,1
15638_110,X_1,X,134,110,offline,hard,15638,M,Matriculation,2,36.0,2,N,2.0,1
8810_62,U_1,U,134,62,online,easy,8810,M,High School Diploma,1,46.0,2,N,1.0,0
42_64,U_1,U,134,64,online,easy,42,F,Bachelors,2,43.0,4,N,3.0,1
515_11,T_4,T,120,11,offline,intermediate,515,F,Bachelors,3,52.0,2,N,2.0,1
16092_160,Y_1,Y,136,160,online,easy,16092,M,Matriculation,3,,2,N,4.0,1
16406_63,U_1,U,134,63,online,easy,16406,F,High School Diploma,3,,3,N,1.0,0
12956_173,Z_2,Z,120,173,online,easy,12956,F,Matriculation,3,25.0,1,N,1.0,1
8896_97,V_1,V,133,97,offline,hard,8896,M,Matriculation,2,,3,N,1.0,1
5839_131,Y_3,Y,135,131,online,easy,5839,M,Matriculation,3,,2,N,5.0,1
17678_149,Y_1,Y,136,149,offline,intermediate,17678,M,High School Diploma,3,28.0,2,N,4.0,1
10507_146,Y_2,Y,120,146,online,easy,10507,M,Matriculation,3,27.0,4,N,5.0,1
15259_160,Y_1,Y,136,160,online,easy,15259,M,Matriculation,3,26.0,4,N,4.0,1
12833_65,U_1,U,134,65,offline,vary hard,12833,M,High School Diploma,2,,2,N,2.0,0
12914_42,T_2,T,117,42,online,easy,12914,F,Matriculation,2,46.0,2,N,1.0,1
1001_134,Y_3,Y,135,134,online,easy,1001,M,High School Diploma,3,44.0,4,N,4.0,0
12440_148,Y_2,Y,120,148,online,easy,12440,M,Matriculation,1,,3,N,2.0,1
15575_158,Y_1,Y,136,158,online,easy,15575,M,High School Diploma,2,,4,N,2.0,1
15315_152,Y_1,Y,136,152,offline,hard,15315,M,High School Diploma,2,26.0,2,N,4.0,1
9928_142,Y_2,Y,120,142,online,easy,9928,M,Matriculation,4,31.0,7,N,1.0,0
9577_85,V_3,V,131,85,offline,intermediate,9577,F,High School Diploma,2,27.0,4,N,2.0,0
19480_16,T_4,T,120,16,online,easy,19480,F,Bachelors,3,48.0,7,N,1.0,1
15405_159,Y_1,Y,136,159,online,easy,15405,M,Matriculation,4,30.0,2,N,3.0,1
7245_16,T_4,T,120,16,online,easy,7245,M,Matriculation,3,,2,N,1.0,1
9539_182,Z_1,Z,136,182,online,easy,9539,F,Matriculation,1,,1,N,1.0,1
11703_32,T_2,T,117,32,offline,easy,11703,F,High School Diploma,2,,4,N,1.0,1
14942_61,U_1,U,134,61,online,easy,14942,F,Bachelors,3,27.0,2,N,1.0,0
4754_146,Y_2,Y,120,146,online,easy,4754,F,High School Diploma,1,,4,N,3.0,1
17525_98,V_1,V,133,98,offline,hard,17525,M,High School Diploma,2,,4,N,1.0,1
10341_168,Z_3,Z,130,168,online,easy,10341,F,High School Diploma,4,29.0,1,N,1.0,1
9776_135,Y_3,Y,135,135,online,easy,9776,M,High School Diploma,2,27.0,2,N,4.0,1
1290_161,Z_3,Z,130,161,offline,easy,1290,F,High School Diploma,2,23.0,1,N,,1
7299_73,V_4,V,122,73,online,easy,7299,M,High School Diploma,1,,2,N,1.0,0
12113_142,Y_2,Y,120,142,online,easy,12113,M,High School Diploma,2,,2,N,4.0,0
4649_43,T_1,T,131,43,offline,easy,4649,M,High School Diploma,1,29.0,2,N,2.0,0
12106_30,T_3,T,134,30,online,easy,12106,F,Bachelors,1,,2,N,1.0,1
4249_80,V_3,V,131,80,offline,easy,4249,F,Bachelors,4,,2,N,3.0,0
426_130,Y_3,Y,135,130,online,easy,426,M,High School Diploma,1,41.0,2,N,4.0,1
2609_128,Y_3,Y,135,128,offline,hard,2609,F,High School Diploma,2,25.0,3,N,5.0,1
14737_63,U_1,U,134,63,online,easy,14737,M,High School Diploma,1,,3,N,2.0,0
5902_121,Y_4,Y,121,121,online,easy,5902,M,High School Diploma,4,,4,N,5.0,1
9442_51,U_2,U,122,51,offline,intermediate,9442,M,Matriculation,3,42.0,3,N,3.0,1
8661_101,X_3,X,136,101,offline,intermediate,8661,M,High School Diploma,2,,2,N,2.0,1
18284_18,T_4,T,120,18,online,easy,18284,M,Bachelors,3,44.0,4,N,1.0,1
14315_57,U_1,U,134,57,offline,easy,14315,M,High School Diploma,3,,2,N,1.0,0
16912_155,Y_1,Y,136,155,online,easy,16912,M,High School Diploma,1,,7,N,2.0,1
10722_27,T_3,T,134,27,online,easy,10722,F,High School Diploma,3,24.0,2,N,1.0,1
19394_76,V_4,V,122,76,online,easy,19394,F,Matriculation,3,,2,N,2.0,0
12262_83,V_3,V,131,83,offline,intermediate,12262,F,High School Diploma,2,,8,N,2.0,0
4318_122,Y_4,Y,121,122,online,easy,4318,M,High School Diploma,2,45.0,2,N,4.0,1
3654_134,Y_3,Y,135,134,online,easy,3654,M,High School Diploma,3,31.0,3,N,5.0,1
12533_170,Z_2,Z,120,170,offline,easy,12533,F,Matriculation,2,,1,N,1.0,1
18422_119,Y_4,Y,121,119,online,easy,18422,F,High School Diploma,1,44.0,3,N,4.0,1
6740_57,U_1,U,134,57,offline,easy,6740,M,Matriculation,1,28.0,2,Y,4.0,0
5702_15,T_4,T,120,15,offline,intermediate,5702,F,Matriculation,3,47.0,4,N,1.0,1
4567_82,V_3,V,131,82,offline,intermediate,4567,M,Bachelors,1,31.0,2,N,2.0,1
11236_162,Z_3,Z,130,162,offline,easy,11236,F,High School Diploma,1,48.0,3,N,2.0,1
227_103,X_3,X,136,103,offline,hard,227,M,High School Diploma,1,32.0,2,N,3.0,0
2799_57,U_1,U,134,57,offline,easy,2799,M,High School Diploma,3,46.0,2,N,2.0,1
10807_162,Z_3,Z,130,162,offline,easy,10807,F,Masters,1,46.0,1,N,1.0,1
20024_130,Y_3,Y,135,130,online,easy,20024,M,Matriculation,1,45.0,2,N,2.0,1
13377_93,V_2,V,121,93,offline,vary hard,13377,M,Bachelors,2,,3,N,1.0,0
16067_47,T_1,T,131,47,offline,hard,16067,F,High School Diploma,3,,2,N,3.0,1
9343_128,Y_3,Y,135,128,offline,hard,9343,M,High School Diploma,2,28.0,2,Y,4.0,0
14967_153,Y_1,Y,136,153,offline,hard,14967,M,Bachelors,2,42.0,2,N,5.0,1
12073_125,Y_3,Y,135,125,offline,intermediate,12073,M,High School Diploma,2,,2,N,5.0,1
2287_125,Y_3,Y,135,125,offline,intermediate,2287,M,High School Diploma,2,,2,N,3.0,1
11447_145,Y_2,Y,120,145,online,easy,11447,F,High School Diploma,1,,4,N,4.0,1
7404_13,T_4,T,120,13,offline,intermediate,7404,F,Matriculation,3,,2,N,1.0,1
14901_47,T_1,T,131,47,offline,hard,14901,F,High School Diploma,1,43.0,4,N,3.0,1
1543_74,V_4,V,122,74,online,easy,1543,M,High School Diploma,3,31.0,2,N,2.0,1
9157_137,Y_2,Y,120,137,offline,intermediate,9157,M,High School Diploma,1,,3,N,4.0,1
7865_95,V_1,V,133,95,offline,easy,7865,F,Matriculation,2,29.0,2,N,2.0,1
7363_19,T_4,T,120,19,online,easy,7363,F,High School Diploma,3,46.0,2,Y,1.0,1
11864_33,T_2,T,117,33,offline,intermediate,11864,F,Matriculation,4,,2,N,1.0,0
20062_1,S_2,S,134,1,offline,intermediate,20062,M,High School Diploma,3,42.0,2,N,4.0,1
14315_141,Y_2,Y,120,141,offline,hard,14315,M,High School Diploma,3,,2,N,2.0,1
6786_20,T_4,T,120,20,online,easy,6786,F,Matriculation,3,,2,N,1.0,0
7700_124,Y_4,Y,121,124,online,easy,7700,M,High School Diploma,2,,2,Y,4.0,0
4985_156,Y_1,Y,136,156,online,easy,4985,F,Matriculation,3,27.0,2,N,4.0,1
14616_153,Y_1,Y,136,153,offline,hard,14616,M,Matriculation,3,,2,N,4.0,0
18787_94,V_1,V,133,94,offline,easy,18787,M,High School Diploma,1,45.0,2,N,1.0,1
19945_117,Y_4,Y,121,117,offline,hard,19945,M,High School Diploma,3,46.0,5,N,2.0,1
5904_121,Y_4,Y,121,121,online,easy,5904,M,Bachelors,3,,2,N,3.0,1
8637_146,Y_2,Y,120,146,online,easy,8637,M,High School Diploma,3,48.0,4,N,3.0,1
1703_150,Y_1,Y,136,150,offline,intermediate,1703,M,High School Diploma,4,27.0,2,N,5.0,1
18373_157,Y_1,Y,136,157,online,easy,18373,M,Bachelors,1,56.0,3,N,5.0,1
8745_21,T_3,T,134,21,offline,easy,8745,F,Bachelors,2,30.0,2,N,1.0,0
7543_124,Y_4,Y,121,124,online,easy,7543,M,Matriculation,1,,2,N,4.0,1
6491_13,T_4,T,120,13,offline,intermediate,6491,F,No Qualification,4,,2,N,1.0,1
4026_18,T_4,T,120,18,online,easy,4026,F,High School Diploma,2,32.0,2,Y,2.0,1
15618_150,Y_1,Y,136,150,offline,intermediate,15618,M,High School Diploma,2,31.0,2,N,2.0,1
4141_22,T_3,T,134,22,offline,intermediate,4141,F,High School Diploma,4,46.0,2,N,1.0,0
44_173,Z_2,Z,120,173,online,easy,44,M,Matriculation,3,46.0,1,N,4.0,1
19420_33,T_2,T,117,33,offline,intermediate,19420,F,Matriculation,1,,4,N,1.0,1
5790_19,T_4,T,120,19,online,easy,5790,F,Matriculation,2,26.0,8,N,1.0,1
10017_125,Y_3,Y,135,125,offline,intermediate,10017,M,High School Diploma,3,27.0,4,N,4.0,1
4401_91,V_2,V,121,91,offline,intermediate,4401,F,High School Diploma,2,,4,N,2.0,1
13491_177,Z_2,Z,120,177,online,easy,13491,F,High School Diploma,3,43.0,1,N,2.0,1
10309_173,Z_2,Z,120,173,online,easy,10309,F,Matriculation,4,,1,Y,1.0,1
17874_139,Y_2,Y,120,139,offline,hard,17874,M,Bachelors,2,48.0,3,N,3.0,1
18126_137,Y_2,Y,120,137,offline,intermediate,18126,M,Bachelors,1,44.0,2,N,4.0,1
9442_84,V_3,V,131,84,offline,intermediate,9442,M,Matriculation,3,42.0,3,N,3.0,1
1580_76,V_4,V,122,76,online,easy,1580,M,Matriculation,3,45.0,3,N,4.0,1
17032_149,Y_1,Y,136,149,offline,intermediate,17032,F,High School Diploma,1,,6,N,4.0,0
6537_69,V_4,V,122,69,offline,intermediate,6537,M,Matriculation,2,44.0,2,N,4.0,0
669_48,U_2,U,122,48,offline,easy,669,M,High School Diploma,2,27.0,2,N,2.0,1
10224_126,Y_3,Y,135,126,offline,intermediate,10224,M,High School Diploma,4,29.0,2,N,5.0,1
2044_137,Y_2,Y,120,137,offline,intermediate,2044,M,High School Diploma,2,23.0,8,N,1.0,1
5516_14,T_4,T,120,14,offline,intermediate,5516,F,High School Diploma,3,25.0,2,N,1.0,1
7488_10,T_4,T,120,10,offline,easy,7488,F,High School Diploma,2,,2,N,2.0,1
10522_134,Y_3,Y,135,134,online,easy,10522,F,High School Diploma,3,,3,N,5.0,1
14354_138,Y_2,Y,120,138,offline,intermediate,14354,M,Matriculation,3,30.0,2,N,2.0,1
12409_34,T_2,T,117,34,offline,intermediate,12409,M,High School Diploma,3,,4,N,1.0,1
14366_91,V_2,V,121,91,offline,intermediate,14366,F,Matriculation,3,28.0,2,N,1.0,0
4124_179,Z_1,Z,136,179,offline,easy,4124,F,Matriculation,3,41.0,1,N,1.0,0
2400_121,Y_4,Y,121,121,online,easy,2400,M,Matriculation,2,,4,N,4.0,1
1730_22,T_3,T,134,22,offline,intermediate,1730,M,Bachelors,4,30.0,6,N,1.0,0
7952_101,X_3,X,136,101,offline,intermediate,7952,M,Matriculation,1,23.0,3,N,4.0,1
19090_124,Y_4,Y,121,124,online,easy,19090,F,High School Diploma,3,,2,N,4.0,1
5530_114,Y_4,Y,121,114,offline,intermediate,5530,F,High School Diploma,2,27.0,4,N,3.0,1
18867_129,Y_3,Y,135,129,offline,hard,18867,M,Matriculation,1,,4,Y,5.0,1
10798_133,Y_3,Y,135,133,online,easy,10798,M,High School Diploma,3,,2,N,3.0,1
13756_92,V_2,V,121,92,offline,intermediate,13756,M,Matriculation,3,42.0,2,N,1.0,0
11483_83,V_3,V,131,83,offline,intermediate,11483,F,Bachelors,2,28.0,6,N,2.0,0
19596_123,Y_4,Y,121,123,online,easy,19596,M,Bachelors,2,43.0,2,N,5.0,1
14995_149,Y_1,Y,136,149,offline,intermediate,14995,F,Matriculation,3,45.0,4,N,5.0,1
11525_147,Y_2,Y,120,147,online,easy,11525,M,Matriculation,4,44.0,4,Y,3.0,0
10294_161,Z_3,Z,130,161,offline,easy,10294,F,High School Diploma,2,31.0,1,N,1.0,0
8489_148,Y_2,Y,120,148,online,easy,8489,F,High School Diploma,2,,2,Y,4.0,1
5926_123,Y_4,Y,121,123,online,easy,5926,M,High School Diploma,1,,4,N,3.0,1
16397_95,V_1,V,133,95,offline,easy,16397,M,Bachelors,1,48.0,4,N,1.0,1
8405_80,V_3,V,131,80,offline,easy,8405,M,High School Diploma,1,,5,N,2.0,1
14741_150,Y_1,Y,136,150,offline,intermediate,14741,M,Matriculation,3,35.0,2,Y,1.0,0
9606_165,Z_3,Z,130,165,online,easy,9606,F,High School Diploma,3,49.0,1,N,1.0,1
18701_118,Y_4,Y,121,118,online,easy,18701,F,High School Diploma,3,45.0,3,N,3.0,0
13434_171,Z_2,Z,120,171,offline,easy,13434,F,Matriculation,2,43.0,1,N,2.0,1
1197_39,T_2,T,117,39,online,easy,1197,F,High School Diploma,1,,3,N,2.0,0
14599_40,T_2,T,117,40,online,easy,14599,M,High School Diploma,1,,2,N,1.0,1
12588_56,U_2,U,122,56,offline,vary hard,12588,M,High School Diploma,4,,2,Y,4.0,0
9026_84,V_3,V,131,84,offline,intermediate,9026,M,High School Diploma,1,40.0,2,N,1.0,0
4719_151,Y_1,Y,136,151,offline,hard,4719,M,High School Diploma,3,,6,Y,3.0,1
7746_56,U_2,U,122,56,offline,vary hard,7746,M,Matriculation,2,26.0,1,N,3.0,0
711_35,T_2,T,117,35,offline,intermediate,711,F,High School Diploma,3,37.0,2,N,1.0,1
3865_66,V_4,V,122,66,offline,easy,3865,F,High School Diploma,3,30.0,2,N,1.0,0
3994_58,U_1,U,134,58,offline,intermediate,3994,M,Matriculation,3,27.0,5,N,1.0,0
6903_123,Y_4,Y,121,123,online,easy,6903,F,High School Diploma,3,46.0,2,N,5.0,0
16408_149,Y_1,Y,136,149,offline,intermediate,16408,M,Bachelors,3,48.0,2,N,2.0,1
5057_21,T_3,T,134,21,offline,easy,5057,F,High School Diploma,4,,4,N,1.0,1
1014_32,T_2,T,117,32,offline,easy,1014,F,Matriculation,3,25.0,3,Y,1.0,1
7156_50,U_2,U,122,50,offline,intermediate,7156,M,High School Diploma,3,,1,N,3.0,1
12124_30,T_3,T,134,30,online,easy,12124,F,High School Diploma,4,40.0,2,N,3.0,1
15586_157,Y_1,Y,136,157,online,easy,15586,M,Matriculation,2,,2,N,2.0,0
14930_149,Y_1,Y,136,149,offline,intermediate,14930,M,Bachelors,3,,2,N,3.0,1
8811_87,V_2,V,121,87,offline,easy,8811,M,High School Diploma,1,,2,N,2.0,1
7772_65,U_1,U,134,65,offline,vary hard,7772,M,High School Diploma,1,,1,N,3.0,0
5763_84,V_3,V,131,84,offline,intermediate,5763,F,High School Diploma,4,23.0,2,Y,2.0,0
15602_150,Y_1,Y,136,150,offline,intermediate,15602,M,Matriculation,4,23.0,3,N,4.0,1
8806_23,T_3,T,134,23,offline,intermediate,8806,F,Matriculation,4,25.0,2,N,1.0,1
848_39,T_2,T,117,39,online,easy,848,F,High School Diploma,1,42.0,2,N,4.0,1
1866_79,V_4,V,122,79,online,easy,1866,F,Bachelors,1,45.0,2,N,5.0,1
11179_165,Z_3,Z,130,165,online,easy,11179,M,High School Diploma,4,,1,N,2.0,0
17239_182,Z_1,Z,136,182,online,easy,17239,F,High School Diploma,3,,1,Y,1.0,1
19659_133,Y_3,Y,135,133,online,easy,19659,M,High School Diploma,1,,5,Y,4.0,0
4416_124,Y_4,Y,121,124,online,easy,4416,F,Matriculation,3,48.0,2,N,5.0,1
15057_180,Z_1,Z,136,180,offline,easy,15057,F,High School Diploma,3,25.0,1,N,1.0,1
19217_117,Y_4,Y,121,117,offline,hard,19217,M,Bachelors,4,48.0,3,N,4.0,0
11501_24,T_3,T,134,24,offline,intermediate,11501,F,Matriculation,3,49.0,2,N,2.0,1
1665_132,Y_3,Y,135,132,online,easy,1665,M,Matriculation,3,28.0,2,N,2.0,1
16901_156,Y_1,Y,136,156,online,easy,16901,M,Matriculation,1,,2,N,4.0,0
2393_78,V_4,V,122,78,online,easy,2393,M,High School Diploma,1,,3,N,1.0,0
3587_80,V_3,V,131,80,offline,easy,3587,F,High School Diploma,3,37.0,2,N,3.0,1
3002_145,Y_2,Y,120,145,online,easy,3002,M,High School Diploma,3,29.0,2,N,5.0,1
14186_176,Z_2,Z,120,176,online,easy,14186,F,Matriculation,2,46.0,1,N,1.0,0
6049_29,T_3,T,134,29,online,easy,6049,F,Matriculation,2,46.0,4,N,1.0,1
10593_32,T_2,T,117,32,offline,easy,10593,F,Matriculation,1,,6,N,2.0,1
2811_69,V_4,V,122,69,offline,intermediate,2811,F,Bachelors,3,27.0,2,N,3.0,1
3517_24,T_3,T,134,24,offline,intermediate,3517,F,Matriculation,1,,4,N,1.0,1
12174_53,U_2,U,122,53,online,easy,12174,M,Bachelors,3,,2,N,2.0,0
6236_73,V_4,V,122,73,online,easy,6236,M,High School Diploma,3,,2,N,1.0,1
19879_13,T_4,T,120,13,offline,intermediate,19879,F,High School Diploma,1,45.0,4,N,1.0,1
6585_114,Y_4,Y,121,114,offline,intermediate,6585,M,Matriculation,1,,3,Y,4.0,1
13086_140,Y_2,Y,120,140,offline,hard,13086,M,Matriculation,3,,2,N,5.0,1
4151_54,U_2,U,122,54,online,easy,4151,M,Bachelors,3,,2,N,2.0,1
8793_30,T_3,T,134,30,online,easy,8793,F,High School Diploma,1,44.0,4,Y,3.0,1
16502_99,V_1,V,133,99,offline,hard,16502,M,Matriculation,2,,2,N,2.0,0
16234_99,V_1,V,133,99,offline,hard,16234,F,High School Diploma,1,,2,N,4.0,1
14804_149,Y_1,Y,136,149,offline,intermediate,14804,M,High School Diploma,3,,3,N,5.0,1
6447_149,Y_1,Y,136,149,offline,intermediate,6447,M,Matriculation,1,46.0,2,N,5.0,1
4397_86,V_3,V,131,86,offline,vary hard,4397,M,Bachelors,2,24.0,4,N,1.0,0
12111_22,T_3,T,134,22,offline,intermediate,12111,F,High School Diploma,3,24.0,2,N,1.0,0
10667_25,T_3,T,134,25,offline,intermediate,10667,F,High School Diploma,1,,2,N,1.0,0
7182_166,Z_3,Z,130,166,online,easy,7182,F,Matriculation,1,30.0,1,N,1.0,1
6249_119,Y_4,Y,121,119,online,easy,6249,M,High School Diploma,3,28.0,2,N,4.0,1
14834_99,V_1,V,133,99,offline,hard,14834,F,High School Diploma,3,,3,N,5.0,0
4927_68,V_4,V,122,68,offline,intermediate,4927,F,High School Diploma,4,,4,N,3.0,1
7202_14,T_4,T,120,14,offline,intermediate,7202,F,High School Diploma,1,30.0,2,N,1.0,0
15784_99,V_1,V,133,99,offline,hard,15784,M,Matriculation,1,,3,N,2.0,0
12732_151,Y_1,Y,136,151,offline,hard,12732,M,High School Diploma,4,40.0,2,N,4.0,1
11973_101,X_3,X,136,101,offline,intermediate,11973,M,High School Diploma,1,,2,N,2.0,1
7710_67,V_4,V,122,67,offline,easy,7710,M,High School Diploma,3,28.0,2,N,1.0,1
6812_75,V_4,V,122,75,online,easy,6812,F,High School Diploma,1,,3,N,2.0,0
4977_135,Y_3,Y,135,135,online,easy,4977,M,Matriculation,4,46.0,2,N,4.0,1
12776_41,T_2,T,117,41,online,easy,12776,F,High School Diploma,4,,2,N,1.0,1
2641_47,T_1,T,131,47,offline,hard,2641,F,High School Diploma,3,50.0,2,N,1.0,0
11719_21,T_3,T,134,21,offline,easy,11719,F,High School Diploma,4,,2,Y,1.0,1
17020_111,X_1,X,134,111,offline,hard,17020,M,Bachelors,1,27.0,2,N,3.0,0
12879_146,Y_2,Y,120,146,online,easy,12879,M,Bachelors,1,,2,N,2.0,1
5962_30,T_3,T,134,30,online,easy,5962,F,Bachelors,3,29.0,2,N,3.0,1
18200_9,S_1,S,135,9,offline,hard,18200,M,High School Diploma,1,42.0,2,N,5.0,1
3397_21,T_3,T,134,21,offline,easy,3397,F,Bachelors,1,,2,N,1.0,0
16234_95,V_1,V,133,95,offline,easy,16234,F,High School Diploma,1,,2,N,4.0,1
4890_89,V_2,V,121,89,offline,intermediate,4890,M,Matriculation,3,30.0,4,Y,1.0,0
11373_165,Z_3,Z,130,165,online,easy,11373,F,Matriculation,1,,1,N,1.0,1
9608_84,V_3,V,131,84,offline,intermediate,9608,M,High School Diploma,1,,2,N,2.0,0
9502_162,Z_3,Z,130,162,offline,easy,9502,F,Matriculation,4,44.0,1,N,1.0,0
